藥品代碼,藥品名稱,數量,支付價,藥商
A003703100,DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUM SILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLL SODIUM COPPER 3MG， 一般錠劑膠囊劑，,1882.5,1.5,永信藥品工業股份有限公司
A003704100,DIMETHICONE 20MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM HYDROXIDE 200MG， 一般錠劑膠囊劑，,810004.9,0.3,臺灣汎生製藥廠股份有限公司
A003706100,ACETAMINOPHEN 250MG + SALICYLAMIDE  300MG， 一般錠劑膠囊劑,42.0,1.44,永豐化學工業股份有限公司
A003727100,DIPHENHYDRAMINE ， 一般錠劑膠囊劑 ， 25.00 MG,318373.5,0.5,福元化學製藥股份有限公司
A003739100,ALUMINUM HYDROXIDE 334MG + MAGNESIUM HYDROXIDE 166MG， 一般錠劑膠囊劑，,185267.0,1.62,溫士頓醫藥股份有限公司
A003759100,INDOMETHACIN ， 一般錠劑膠囊劑 ， 25.00 MG,513.0,0.87,信隆藥品工業股份有限公司
A003773100,DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUM SILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLL SODIUM COPPER 3MG， 一般錠劑膠囊劑，,2670.0,1.5,永吉製藥股份有限公司
A003775100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,1247.0,2,永信藥品工業股份有限公司
A003777100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,48.0,1.29,天下生物科技股份有限公司
A003780100,CHLORAMPHENICOL ， 一般錠劑膠囊劑 ， 250.00 MG,96.0,1,中國新藥生化股份有限公司
A003786209,ERGONOVINE ， 注射劑 ， 200.00 MCG,19.0,3,安星製藥股份有限公司
A003794100,EPHEDRINE ， 一般錠劑膠囊劑 ， 25.00 MG,7.0,1,榮民製藥股份有限公司
A003840100,DIMETHICONE 20MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM OXIDE 200MG， 一般錠劑膠囊劑，,15893.5,0.4,永信藥品工業股份有限公司
A003851100,RIFAMPICIN ， 一般錠劑膠囊劑 ， 150.00 MG,9.0,2.08,永豐化學工業股份有限公司
A003867209,BUTYLSCOPOLAMINE ， 注射劑 ， 20.00 MG,1.0,9,中國化學製藥股份有限公司新豐工廠
A003871417,ERYTHROMYCIN，眼耳鼻用軟膏， 10.00  MG/GM，3.50 GM,7.0,14,綠洲化學工業有限公司
A003881209,DEXAMETHASONE ， 注射劑 ， 5.00 MG,17.6,8.6,生達化學製藥股份有限公司
A003903100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,124.6,0.6,約克製藥股份有限公司
A003911100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 200.00 MG,31991.8,0.67,榮民製藥股份有限公司
A003941421,NAPHAZOLINE ， 眼用液劑 ， 0.03  MG/ML ， 5.00 ML,5.0,30,綠洲化學工業有限公司
A003948417,ATROPINE ， 眼耳鼻用軟膏 ， 10.00  MG/GM ， 3.50 GM,1.0,30,綠洲化學工業有限公司
A003954212,LIDOCAINE ， 注射劑 ， 20.00 MG,894.0,1.39,臺灣汎生製藥廠股份有限公司
A003956100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,41.0,2,台灣東洋藥品工業股份有限公司
A003968421,SULFAMETHOXAZOLE ， 眼用液劑 ， 40.00  MG/ML ， 5.00 ML,3.0,9.4,綠洲化學工業有限公司
A003976100,BISMUTH SUBCARBONATE ， 一般錠劑膠囊劑 ， 324.00 MG,33.0,0.74,榮民製藥股份有限公司
A003994421,NAPHAZOLINE 0.03MG/ML + CHONDROITIN 30MG/ML， 眼用液劑， 5.00ML,32.0,20,綠洲化學工業有限公司
A004001421,PILOCARPINE ， 眼用液劑 ， 40.00  MG/ML ， 5.00 ML,82.0,50,綠洲化學工業有限公司
A004042100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 15.00 MG,72590.0,0.8,永吉製藥股份有限公司
A004044100,VITAMIN B1 (THIAMINE) ， 一般錠劑膠囊劑 ， 50.00 MG,9448.0,0.2,榮民製藥股份有限公司
A004068429,SODIUM CHLORIDE 5.5MG/ML+POTASSIUM CHLORIDE 1.6MG/ML+SODIUM PHOSPHATE MONOBASIC (=MONOSODIUM PHOSPHATE) 1.8MG/ML+BORIC ACID 0.012MG/ML+BENZALKONIUM CHLORIDE 0.05MG/ML+SODIUM CARBONATE ANHYDROUS 0.6MG/ML，眼用液劑，10.00ML,340779.3,20,綠洲化學工業有限公司
A004073221,TRIAMCINOLONE ， 注射劑 ， 50.00 MG,104.5,40,生達化學製藥股份有限公司
A004073299,TRIAMCINOLONE ， 注射劑 ， 10.00 MG,9222.0,8,生達化學製藥股份有限公司
A004099100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 15.00 MG,1111.5,0.5,華琳實業有限公司
A004156417,VITAMIN A ， 眼耳鼻用軟膏 ， 5000 IU/GM ， 3.5 GM,257.0,18,綠洲化學工業有限公司
A004166421,DEXAMETHASONE SODIUM PHOSPHATE 1MG/ML + NEOMYCIN 5MG/ML， 眼用液劑， 5.00ML,4.0,25,綠洲化學工業有限公司
A004189100,RESERPINE ， 一般錠劑膠囊劑 ， 250.00 MCG,9.0,0.5,榮民製藥股份有限公司
A004211100,PYRIDOXINE HCL 2.000MG + VITAMIN A ACETATE 4000.000IU + NIACINAMIDE (=NICOTINAMIDE) 20.000MG + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + CYANOCOBALAMIN (=VIT B12) 5.000MCG， 一般錠劑膠囊劑,2565.0,3,中央藥品股份有限公司
A004219100,BROMHEXINE ， 一般錠劑膠囊劑 ， 8.00 MG,833081.8,0.35,永信藥品工業股份有限公司
A004220100,ALUMINUM HYDROXIDE 230MG + MAGNESIUM HYDROXIDE 85MG， 一般錠劑膠囊劑，,197115.3,0.25,永信藥品工業股份有限公司
A004221100,METHIMAZOLE ， 一般錠劑膠囊劑 ， 5.00 MG,42.0,0.52,瑞士藥廠股份有限公司
A004222100,BETAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,18.0,0.64,瑞士藥廠股份有限公司
A004247100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,15076.0,1.5,中央藥品股份有限公司
A004249100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,6769.8,1.29,瑞士藥廠股份有限公司
A004255100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,8652.5,1.43,安星製藥股份有限公司
A004263100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,131645.0,1.2,寶齡富錦生技股份有限公司
A004276100,TRICHLORMETHIAZIDE ， 一般錠劑膠囊劑 ， 2.00 MG,24.0,1.5,瑞士藥廠股份有限公司
A004280100,DICLOXACILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,252.0,5.69,台灣必治妥施貴寶股份有限公司
A004287100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,47829.0,0.75,居禮化學藥品股份有限公司淡水廠
A004300100,homatropine 1-1.25mg + aluminum hydroxide 0-300mg， 一般錠劑膠囊劑,6.0,0.94,永吉製藥股份有限公司
A004322229,VITAMIN B1 100MG/ML + VITAMIN B2 5MG/ML + VITAMIN B6 5MG/ML + NICOTINAMIDE 50MG/ML + PANTOTHENIC ACID 5MG/ML， 注射劑， 10.00ML,58.0,15,榮民製藥股份有限公司
A004414100,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,4770.0,0.35,永吉製藥股份有限公司
A004417100,VITAMIN B1 50MG + VITAMIN B2 5MG + VITAMIN B6 5MG + VITAMIN B12 10MCG， 一般錠劑膠囊劑，,36125.0,0.79,天下生物科技股份有限公司
A004423100,ESTROGEN CONJUGATED ， 一般錠劑膠囊劑 ， 1250.00 MCG,196.0,4.5,生達化學製藥股份有限公司
A004461100,OXELADIN ， 一般錠劑膠囊劑 ， 20.00 MG,29897.5,0.5,長安化學工業股份有限公司
A004462100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,283.0,0.69,安星製藥股份有限公司
A004488421,AZULENE ， 眼用液劑 ， 0.20  MG/ML ， 5.00 ML,4.0,26,綠洲化學工業有限公司
A004490417,CHLORAMPHENICOL ， 眼耳鼻用軟膏 ， 10.00  MG/GM ， 3.50 GM,3.0,26,綠洲化學工業有限公司
A004491417,COLISTIN 5MG/GM + ERYTHROMYCIN LACTOBIONATE 5MG/GM， 眼耳鼻用軟膏， 3.50GM,2377.0,18,綠洲化學工業有限公司
A004506100,BUTYLSCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,301.5,1.5,永信藥品工業股份有限公司
A004517100,FERROUS FUMARATE 75.000MG + NIACINAMIDE (=NICOTINAMIDE) 2.500MG + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 0.500MG + RIBOFLAVIN (=VIT B2) 0.500MG + PYRIDOXINE HCL 1.000MG + CYANOCOBALAMIN (=VIT B12) 0.170MCG， 一般錠劑膠囊劑,108.0,2.46,三東生物科技股份有限公司
A004565209,DEXAMETHASONE ， 注射劑 ， 4.00 MG,23.0,6.9,東洲化學製藥廠股份有限公司
A004565229,DEXAMETHASONE ， 注射劑 ， 40.00 MG,2.8,18.8,東洲化學製藥廠股份有限公司
A004643100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,81.0,1,福元化學製藥股份有限公司
A004648100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,53357.1,0.69,華樺生技藥品股份有限公司
A004649321,TRIAMCINOLONE 1MG/GM + NEOMYCIN 5MG/GM， 外用軟膏劑， 5.00GM,149.0,42.6,華興化學製藥廠股份有限公司
A004670100,VITAMIN C (=ASCORBIC ACID) ， 一般錠劑膠囊劑 ， 200.00 MG,33.0,0.35,寶齡富錦生技股份有限公司
A004687100,RIFAMPICIN， 一般錠劑膠囊劑 ， 300.00 MG,24.0,4.24,王子製藥股份有限公司
A004704100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,3741054.4,0.1,安星製藥股份有限公司
A004720100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,221.2,1,內外化學工業股份有限公司
A004722100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,3367.3,0.7,福元化學製藥股份有限公司
A004737100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,3191.1,1,永信藥品工業股份有限公司
A0047371G0,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,236.0,1.5,永信藥品工業股份有限公司
A004739100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,303.0,4,回春堂製藥廠股份有限公司
A004766100,MECLIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,45.0,0.5,華興化學製藥廠股份有限公司
A004813100,ACETYLSALICYLIC ACID ， 一般錠劑膠囊劑 ， 81-325，MG,8269.5,0.25,榮民製藥股份有限公司
A004828100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,2439.0,0.5,永新藥品工業股份有限公司
A004835100,DIMETHICONE ， 一般錠劑膠囊劑 ， 40.00 MG,746358.8,0.66,台灣陽生製藥工業股份有限公司
A004853209,PERPHENAZINE ， 注射劑 ， 2.00 MG,23.3,4,安星製藥股份有限公司
A004857100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 250.00 MG,9.0,1,利達製藥股份有限公司
A004864299,LIDOCAINE ， 注射劑 ， 20.00 MG,17.0,1.5,濟生醫藥生技股份有限公司
A0048991G0,CINNARIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,56.0,1.5,強生化學製藥廠股份有限公司
A004919100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG， 一般錠劑膠囊劑，,27.0,2,台灣?野義製藥股份有限公司
A004928372,BETAMETHASONE 1MG/GM + NEOMYCIN 5MG/GM + NYLIDRIN 1MG/GM + DIPHENYLPYRALINE 1MG/GM， 外用軟膏劑， 450.00GM,97.0,1800,生達化學製藥股份有限公司二廠
A004932238,VITAMIN B1 2.5MG/ML + VITAMIN B6 5MG/ML + VITAMINE B12 50MCG/ML， 注射劑， 20.00ML,22.0,12,臺灣汎生製藥廠股份有限公司
A004951209,ATROPINE ， 注射劑 ， 1.00 MG,1.0,3.88,信東生技股份有限公司
A004957100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,97.0,2.1,華孚藥品股份有限公司
A004963100,TETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,68.0,1,中國化學製藥股份有限公司新豐工廠
A004973321,BETAMETHASONE 0.5MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 5.00GM,194303.4,57.5,台灣?野義製藥股份有限公司
A004974416,BETAMETHASONE 1MG/GM + NEOMYCIN 3.5MG/GM， 眼耳鼻用軟膏， 3.00GM,1225.0,50,溫士頓醫藥股份有限公司
A004975416,BETAMETHASONE 1MG/ML + NEOMYCIN 3.5MG/ML， 眼用液劑， 3.00ML,2124.0,55.5,久裕企業股份有限公司
A004977421,VITAMIN B12 (=CYANOCOBALAMIN) ， 眼用液劑 ， 0.20  MG/ML ， 5.00 ML,373366.0,15.4,綠洲化學工業有限公司
A004977429,VITAMIN B12 (=CYANOCOBALAMIN) ， 眼用液劑 ， 0.20  MG/ML ， 10.00 ML,35992.0,30,綠洲化學工業有限公司
A004995100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,14144.5,2,中國化學製藥股份有限公司新豐工廠
A005021100,VITAMIN B2 (=RIBOFLAVIN) ， 一般錠劑膠囊劑 ， 10.00 MG,19258.5,0.14,人生製藥股份有限公司
A005022100,HYDRALAZINE ， 一般錠劑膠囊劑 ， 25.00 MG,9.0,0.5,永新藥品工業股份有限公司
A005024100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 7.67 - 10.00 MG,1264.0,1,永新藥品工業股份有限公司
A005040100,AMINOPHYLLINE 25MG + CHLORPHENIRAMINE 2MG + EPHEDRINE 5MG + GUAIFENESIN 20MG， 一般錠劑膠囊劑，,324.0,0.35,永吉製藥股份有限公司
A005045100,MECLIZINE 12.5MG + CHLORPHENIRAMINE 1MG + CAFFEINE 10MG + VITAMIN B6 2.5MG， 一般錠劑膠囊劑，,21.0,0.6,成大藥品股份有限公司
A0050451G0,MECLIZINE 12.5MG + CHLORPHENIRAMINE 1MG + CAFFEINE 10MG + VITAMIN B6 2.5MG， 一般錠劑膠囊劑，,9.0,1.5,成大藥品股份有限公司
A005051100,ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE ， 一般錠劑膠囊劑 ， 500.00 MG,9826.5,0.59,台灣?野義製藥股份有限公司
A005062100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,28.0,7.2,健喬信元醫藥生技股份有限公司
A005075100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,95574.0,1,施德齡股份有限公司
A005135100,DIAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,6.9,0.6,天下生物科技股份有限公司
A005185100,TRIAMCINOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,5000.6,0.89,人生製藥股份有限公司
A005191100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,3724.0,0.42,永新藥品工業股份有限公司
A005225100,COLCHICINE ， 一般錠劑膠囊劑 ， 500-650 MCG,454503.5,0.99,國信藥品股份有限公司
A005227100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,303.0,0.9,道濟製藥廠股份有限公司
A005232100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,318878.1,3.6,明大化學製藥股份有限公司
A005243238,KANAMYCIN ， 注射劑 ， 5000.00 MG,0.8,74,中國化學製藥股份有限公司新豐工廠
A005249100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,2637.0,1,永新藥品工業股份有限公司
A005266100,HYDRALAZINE ， 一般錠劑膠囊劑 ， 10.00 MG,228.0,0.71,人生製藥股份有限公司
A005286100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,1132.5,0.6,富生醫藥生技股份有限公司
A005291100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,2001.0,0.1,奧孟亞股份有限公司
A005305100,SALBUTAMOL ， 一般錠劑膠囊劑 ， 4.00 MG,20.0,2.5,生達化學製藥股份有限公司
A005313100,MEPENZOLATE 7.5MG + PHENOBARBITAL 15MG， 一般錠劑膠囊劑，,9.0,1,永信藥品工業股份有限公司
A005353100,AMOXICILLIN ， 一般錠劑膠囊劑 ， 500.00 MG,1064.0,5.4,臺灣必治妥施貴寶股份有限公司
A005354100,AMOXICILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,1166.0,3,臺灣必治妥施貴寶股份有限公司
A005359100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,157.0,1.5,永吉製藥股份有限公司
A005412100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 15.00 MG,5855.0,1,約克製藥股份有限公司
A005431100,NALIDIXIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,36.0,2.69,永新藥品工業股份有限公司
A005445100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 500.00 MG,22045.0,3.17,臺灣汎生製藥廠股份有限公司屏東農科分公司
A005446100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,2260.0,2,臺灣汎生製藥廠股份有限公司屏東農科分公司
A005454100,TRIAMCINOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,12.0,1.5,約克製藥股份有限公司
A005483212,DIPROPHYLLINE ， 注射劑 ， 300.00 MG,23.3,4.5,新東化學製藥股份有限公司
A005508100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,78.0,1,福元化學製藥股份有限公司
A005515100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,2006.3,0.67,利達製藥股份有限公司
A005517100,INDOMETHACIN ， 一般錠劑膠囊劑 ， 25.00 MG,99.0,0.6,順生製藥股份有限公司
A005519100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,3531.0,0.5,臺灣汎生製藥廠股份有限公司
A005592417,CHLORTETRACYCLINE，眼耳鼻用軟膏，10.00  MG/GM，3.50 GM,223.0,13.3,保瑞聯邦股份有限公司
A005592421,CHLORTETRACYCLINE，眼耳鼻用軟膏，10.00  MG/GM，5.00 GM,30.0,13.3,保瑞聯邦股份有限公司
A005612100,SCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,57.0,1.5,聯邦化學製藥股份有限公司
A005662135,DIMETHICONE 250MG/ML + MAGALDRATE 375MG/ML， 內服液劑， 15.00ML,2.0,8.3,生達化學製藥股份有限公司
A005669100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,1819.0,0.67,安星製藥股份有限公司
A005691100,ERGOTAMINE 1MG + CAFFEINE 100MG， 一般錠劑膠囊劑，,19796.3,1.5,約克製藥股份有限公司
A005698100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,23.0,0.35,豐田藥品股份有限公司
A005708100,OPIUM 2.5MG + GLYCYRRHIZIC ACID 0.48ML + CAMPHOR 1.5MG + BENZOIC ACID 2.5MG + ANISE 2MCL， 一般錠劑膠囊劑，,227.0,0.5,強生化學製藥廠股份有限公司
A005712100,DIPROPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,4866.0,0.61,安星製藥股份有限公司
A005721100,ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE ， 一般錠劑膠囊劑 ， 500.00 MG,141.0,0.73,永信藥品工業股份有限公司
A005723100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 50.00 MG,5684.0,0.35,人生製藥股份有限公司
A005737100,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + PYRIDOXINE HCL 1.000MG + CYANOCOBALAMIN (=VIT B12) 1.000MCG + PANTOTHENATE CALCIUM 2.000MG， 一般錠劑膠囊劑,707.0,0.27,強生化學製藥廠股份有限公司
A005749100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 30.00 MG,2508.0,1,約克製藥股份有限公司
A005753212,VITAMIN B1 (THIAMINE) ， 注射劑 ， 100.00 MG,1534.0,3.25,安星製藥股份有限公司
A005789100,GUAIFENESIN ， 一般錠劑膠囊劑 ， 100.00 MG,156751.7,0.28,永信藥品工業股份有限公司
A005807100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,2510.5,7.2,聯邦化學製藥股份有限公司
A005811100,OXETHAZAINE 5MG + POLYMIGEL 244MG， 一般錠劑膠囊劑，,4328.5,1.5,衛采製藥股份有限公司
A0058111G0,OXETHAZAINE 5MG + POLYMIGEL 244MG， 一般錠劑膠囊劑，,304.0,2,衛采製藥股份有限公司
A005812100,HOMOCHLORCYCLIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,174.0,1.5,衛采製藥股份有限公司
A005813100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,4514.5,1.5,衛采製藥股份有限公司
A0058131G0,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,617.0,2,衛采製藥股份有限公司
A005827100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,19583.9,0.67,人生製藥股份有限公司
A005833100,GUAIFENESIN ， 一般錠劑膠囊劑 ， 200.00 MG,30.0,0.33,皇佳化學製藥股份有限公司
A005838100,NIACINAMIDE (=NICOTINAMIDE) 20.000MG + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 5.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + PYRIDOXINE HCL 2.000MG， 一般錠劑膠囊劑,207.0,0.2,奧孟亞股份有限公司
A005874209,MEPERIDINE ， 注射劑 ， 50.00 MG,1.0,28,衛生福利部食品藥物管理署管制藥品製藥工廠
A005896209,METOCLOPRAMIDE ， 注射劑 ， 5.00 MG,1.0,4,南光化學製藥股份有限公司
A005925100,BETAHISTINE ， 一般錠劑膠囊劑 ， 6.00 MG,342.0,2,衛采製藥股份有限公司
A005945100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 10.00 MG,8242.0,0.4,人生製藥股份有限公司
A005986100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,591.0,0.62,明大化學製藥股份有限公司
A005987100,TRIMETOQUINOL ， 一般錠劑膠囊劑 ， 3.00 MG,18211.0,2,台灣田邊製藥股份有限公司
A006003100,ERGONOVINE ， 一般錠劑膠囊劑 ， 200.00 MCG,601.0,0.54,大豐製藥股份有限公司
A006006100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,210.0,1,優生製藥廠股份有限公司
A006087100,ALUMINUM MAGNESIUM SILICATE 147MG + CHLOROPHYLL SODIUM COPPER 0.5MG + GLYCINE 10MG + GLYCYRRHIZIC ACID 35MG + MAGNESIUM CARBONAT 10MG + PIPERIDOLATE 1.5MG， 一般錠劑膠囊劑，,1025.0,1.7,約克製藥股份有限公司
A006171100,CINNARIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,59.0,1,回春堂製藥廠股份有限公司
A006172100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,1351.5,0.3,意欣國際有限公司
A006187417,DEXAMETHASONE SODIUM PHOSPHATE 0.5MG/GM + NEOMYCIN 3.5MG/GM， 眼耳鼻用軟膏， 3.50GM,368.0,23,綠洲化學工業有限公司
A006194100,PROPRANOLOL ， 一般錠劑膠囊劑 ， 40.00 MG,8948.5,0.87,豐田藥品股份有限公司
A006228100,CLOPERASTINE ， 一般錠劑膠囊劑 ， 10.00 MG,16074.0,0.5,世紀化學製藥股份有限公司
A006232100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,9.0,1.5,威勝生技有限公司
A006233100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,36.0,0.5,世紀化學製藥股份有限公司
A006245100,CHLORMEZANONE ， 一般錠劑膠囊劑 ， 100.00 MG,8646.7,0.73,豐田藥品股份有限公司
A006271100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,80981114.2,0.69,永信藥品工業股份有限公司
A006316100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 15.00 MG,354.0,0.5,富邦藥品有限公司
A006344100,BUTYLSCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,41935.4,2,健得方醫藥生技股份有限公司
A006393100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 10.00 MG,304.0,0.12,順生製藥股份有限公司
A006486100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 2.00 MG,158.5,0.38,富生醫藥生技股份有限公司
A006543100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,7897.5,0.9,成大藥品股份有限公司
A006551100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,12761.2,0.5,成大藥品股份有限公司
